name,rating,number_of_photos,message,name_clean,name_length,rating_clean,rating_length,number_of_photos_clean,number_of_photos_length,message_clean,message_length
Haroldo Maciel,,36.0,"7 anos atrás Café bom, doces bons, atendimento excelente.  /",haroldo maciel,14,nan,3,36.0,4,"7 anos atrás café bom, doces bons, atendimento excelente. /",59
Mikas MLMProduções,,55.0,5 anos atrás A foto fala por si!!!!  /,mikas mlmproduções,18,nan,3,55.0,4,5 anos atrás a foto fala por si!!!! /,37
carlos eduardo vernalha coli,,56.0,"8 anos atrás pra quem quer comer um docinho e tomar um bom café rápido, este é o lugar  /",carlos eduardo vernalha coli,28,nan,3,56.0,4,"8 anos atrás pra quem quer comer um docinho e tomar um bom café rápido, este é o lugar /",88
Marcos Magri,,9.0,7 anos atrás Café Expresso bom...doce de leite ninho com nutella ressecado  /,marcos magri,12,nan,3,9.0,3,7 anos atrás café expresso bom...doce de leite ninho com nutella ressecado /,76
Paulo Preto,,294.0,5 anos atrás Sempre muito bom uma pausa para um café por lá.,paulo preto,11,nan,3,294.0,5,5 anos atrás sempre muito bom uma pausa para um café por lá.,60
Solange,,15.0,7 anos atrás Ambiente muito agradável limpeza impecável tudo gostoso 🙏1  /,solange,7,nan,3,15.0,4,7 anos atrás ambiente muito agradável limpeza impecável tudo gostoso 🙏1 /,73
M. Teresa LB,,,"7 anos atrás O atendimento tem que melhorar. São educados, porém desorganizados.  /",m. teresa lb,12,nan,3,nan,3,"7 anos atrás o atendimento tem que melhorar. são educados, porém desorganizados. /",82
filipe batista,,8.0,8 anos atrás Ótimo lugar para tomar um café e encontra com os amigos.  /,filipe batista,14,nan,3,8.0,3,8 anos atrás ótimo lugar para tomar um café e encontra com os amigos. /,71
Eduardo Bandeira,,,"7 anos atrás Muito bom, local agradável, bom atendimento. Um pouco caro  /",eduardo bandeira,16,nan,3,nan,3,"7 anos atrás muito bom, local agradável, bom atendimento. um pouco caro /",73
Andreia Caritá Serra,,3.0,6 anos atrás Dispensa comentários. O pão de queijo multigrãos é o melhor!  /,andreia caritá serra,20,nan,3,3.0,3,6 anos atrás dispensa comentários. o pão de queijo multigrãos é o melhor! /,75
Cristiane Rosa,,2.0,5 anos atrás Tudo muito gostoso e uma ambiente charmoso.,cristiane rosa,14,nan,3,2.0,3,5 anos atrás tudo muito gostoso e uma ambiente charmoso.,56
Luci Santos,,,"4 anos atrás Faltou uma simpatia no atendimento, mas abcomida é de qualidade  /",luci santos,11,nan,3,nan,3,"4 anos atrás faltou uma simpatia no atendimento, mas abcomida é de qualidade /",78
Voislav Bielovic,,6.0,5 anos atrás Frequento fazem muitos anos. Sempre deliciosa.,voislav bielovic,16,nan,3,6.0,3,5 anos atrás frequento fazem muitos anos. sempre deliciosa.,59
Carlos Vieira,,,"Editado 8 anos atrás Os doces são bons, mas os preços são salgados...  /",carlos vieira,13,nan,3,nan,3,"editado 8 anos atrás os doces são bons, mas os preços são salgados... /",71
Eliana Costa,,,5 anos atrás Sempre um atendimento e qualidade excelentes. Nota 11  /,eliana costa,12,nan,3,nan,3,5 anos atrás sempre um atendimento e qualidade excelentes. nota 11 /,68
Sandra Stardust,,4.0,5 anos atrás Ambiente agradável com ótimas opções de lanches.,sandra stardust,15,nan,3,4.0,3,5 anos atrás ambiente agradável com ótimas opções de lanches.,61
Maria Aparecida Sabbag,,,"4 anos atrás Amo tudo,desde o café até os doces",maria aparecida sabbag,22,nan,3,nan,3,"4 anos atrás amo tudo,desde o café até os doces",47
Silvio Chan,,261.0,"5 anos atrás Doces muito bons, acompanhado daquele cafezinho.  /",silvio chan,11,nan,3,261.0,5,"5 anos atrás doces muito bons, acompanhado daquele cafezinho. /",63
Vagner Marcos Agustinho,,91.0,5 anos atrás Café e brigadeiro de cacau delicioso. Meninas super atenciosa.,vagner marcos agustinho,23,nan,3,91.0,4,5 anos atrás café e brigadeiro de cacau delicioso. meninas super atenciosa.,75
RENATO TABAJUIHANSKY,,13.0,"7 anos atrás Espetáculo de sorvete de pistache, bomba de creme idem. Atendimento atencioso  /",renato tabajuihansky,20,nan,3,13.0,4,"7 anos atrás espetáculo de sorvete de pistache, bomba de creme idem. atendimento atencioso /",92
Antonio Souza,,25.0,7 anos atrás Tradição em Sampa ... destaque para a tortinha de morangos 🍓🍓🍓  /,antonio souza,13,nan,3,25.0,4,7 anos atrás tradição em sampa ... destaque para a tortinha de morangos 🍓🍓🍓 /,77
Rebeca Wald,,36.0,6 anos atrás Tudo de bom. Experimente o capuccino italiano. É delicioso!  /,rebeca wald,11,nan,3,36.0,4,6 anos atrás tudo de bom. experimente o capuccino italiano. é delicioso! /,74
maria jose naruse,,24.0,7 anos atrás Boa opção pra comer um docinho ou tomar um cafezinho 😁  /,maria jose naruse,17,nan,3,24.0,4,7 anos atrás boa opção pra comer um docinho ou tomar um cafezinho 😁 /,69
Jose Augusto Sundfeld,,1172.0,8 anos atrás Boa loja. Variedade de produtos. E bom atendimento.  /,jose augusto sundfeld,21,nan,3,1172.0,6,8 anos atrás boa loja. variedade de produtos. e bom atendimento. /,66
Gabriel Ferraz,,83.0,"6 anos atrás Uma ótima doceria, salgados e um bom cafezinho  /",gabriel ferraz,14,nan,3,83.0,4,"6 anos atrás uma ótima doceria, salgados e um bom cafezinho /",61
Pedro Ricardo de Souza Carvalho,,3057.0,8 anos atrás Local agradável para um café ou lanche. 🙏1  /,pedro ricardo de souza carvalho,31,nan,3,3057.0,6,8 anos atrás local agradável para um café ou lanche. 🙏1 /,57
Meedup Carol,,104.0,"8 anos atrás Bom café de rua, com várias mesinhas em lugar agradável 🙏1  /",meedup carol,12,nan,3,104.0,5,"8 anos atrás bom café de rua, com várias mesinhas em lugar agradável 🙏1 /",73
Renato Bernardo,,,7 anos atrás Excelente localização. Boa variedade. Preço alto  /,renato bernardo,15,nan,3,nan,3,7 anos atrás excelente localização. boa variedade. preço alto /,63
Dalmo Oliveira,,82.0,7 anos atrás Lugar gostoso para ir à dois e com amigos com preços razoáveis .  /,dalmo oliveira,14,nan,3,82.0,4,7 anos atrás lugar gostoso para ir à dois e com amigos com preços razoáveis . /,79
Lucia Andrade,,9.0,"4 anos atrás Lugar agradável, para comer um docinho e tomar um café.",lucia andrade,13,nan,3,9.0,3,"4 anos atrás lugar agradável, para comer um docinho e tomar um café.",68
Berta Zylberstajn,,13.0,7 anos atrás Ótima qualidade e atendimento. MAS...um problema para estacionar!!!  /,berta zylberstajn,17,nan,3,13.0,4,7 anos atrás ótima qualidade e atendimento. mas...um problema para estacionar!!! /,82
Tiago Magnani,,924.0,7 anos atrás O café é excelente e os doces de alta qualidade  /,tiago magnani,13,nan,3,924.0,5,7 anos atrás o café é excelente e os doces de alta qualidade /,62
Rodrigo Ferreira,,,7 anos atrás Lugar muito agradavel com comidas e doces excepcionais!  /,rodrigo ferreira,16,nan,3,nan,3,7 anos atrás lugar muito agradavel com comidas e doces excepcionais! /,70
Silvia de Oliveira,,3.0,4 anos atrás O atendimento sempre moroso. Excessivo. Deve melhorar!  /,silvia de oliveira,18,nan,3,3.0,3,4 anos atrás o atendimento sempre moroso. excessivo. deve melhorar! /,69
Fábio Tessarolo,,307.0,8 anos atrás Poucas mesas para sentar........mas a qualidade compensa!!!  /,fábio tessarolo,15,nan,3,307.0,5,8 anos atrás poucas mesas para sentar........mas a qualidade compensa!!! /,74
Leonardo Amaral,,19.0,7 anos atrás Café e doces excelentes e um ótimo atendimento.  /,leonardo amaral,15,nan,3,19.0,4,7 anos atrás café e doces excelentes e um ótimo atendimento. /,62
Luciano Natividade,,68.0,8 anos atrás Ótimo café e gulosemas em geral. Ótimo atendimento.  /,luciano natividade,18,nan,3,68.0,4,8 anos atrás ótimo café e gulosemas em geral. ótimo atendimento. /,66
Edson José dos Santos,,,"·1 foto 5 anos atrás Atendimento muito bom e rápido. Tudo certo, recomendo.",edson josé dos santos,21,nan,3,nan,3,"·1 foto 5 anos atrás atendimento muito bom e rápido. tudo certo, recomendo.",75
jade Almeida Prometti,,37.0,5 anos atrás Maravilha. Não existe salgados melhores!,jade almeida prometti,21,nan,3,37.0,4,5 anos atrás maravilha. não existe salgados melhores!,53
M.B.,,19.0,7 anos atrás Bom café e bons doces e salgados.  /,m.b.,4,nan,3,19.0,4,7 anos atrás bom café e bons doces e salgados. /,48
Joao Junior,,48.0,2 anos atrás Quase nunca fui bem atendido. 🙏2  /,joao junior,11,nan,3,48.0,4,2 anos atrás quase nunca fui bem atendido. 🙏2 /,47
mesquita ew,,,"8 anos atrás Sempre delicia! Caro, mas bom!  /",mesquita ew,11,nan,3,nan,3,"8 anos atrás sempre delicia! caro, mas bom! /",45
Roberto Sekiya,,5732.0,"Editado um ano atrás Chocolate deliciosos, Capuchinho fantástico ❤️1  /",roberto sekiya,14,nan,3,5732.0,6,"editado um ano atrás chocolate deliciosos, capuchinho fantástico ❤️1 /",70
Regina Rezende Rebello,,19.0,7 anos atrás Tomar um café com Petit four não tem melhor... 🙏1  /,regina rezende rebello,22,nan,3,19.0,4,7 anos atrás tomar um café com petit four não tem melhor... 🙏1 /,64
Alexandre Dos Anjos,,7.0,7 anos atrás Empada maravilhosa...mas poderia ter preço mais acessível  /,alexandre dos anjos,19,nan,3,7.0,3,7 anos atrás empada maravilhosa...mas poderia ter preço mais acessível /,72
Hellen Turquetti,,,"4 anos atrás Doce cada vez menor, preço cada vez maior. Qualidade de sempre.  /",hellen turquetti,16,nan,3,nan,3,"4 anos atrás doce cada vez menor, preço cada vez maior. qualidade de sempre. /",78
Valeria Peral Rengel,,4.0,Editado 3 anos atrás Tudo é feito da melhor qualidade e com capricho. Delicioso!!! Tudo!!!,valeria peral rengel,20,nan,3,4.0,3,editado 3 anos atrás tudo é feito da melhor qualidade e com capricho. delicioso!!! tudo!!!,90
Rodrigo Gouvea,,,"5 anos atrás Vou lá a uns 30 anos, e nunca me decepcionei",rodrigo gouvea,14,nan,3,nan,3,"5 anos atrás vou lá a uns 30 anos, e nunca me decepcionei",57
Bia Camargo,,9.0,"5 anos atrás Empada,bolo,suco,café e sorvete excelente s",bia camargo,11,nan,3,9.0,3,"5 anos atrás empada,bolo,suco,café e sorvete excelente s",56
Haydée Diva Traldi Meneses,,46.0,4 anos atrás Não há espaço suficiente para acomodar os clientes.,haydée diva traldi meneses,26,nan,3,46.0,4,4 anos atrás não há espaço suficiente para acomodar os clientes.,64
Edu Cordeiro,,1983.0,"4 anos atrás Serviço demorado, atendentes batendo cabeça com o sistema de venda! 🙏1",edu cordeiro,12,nan,3,1983.0,6,"4 anos atrás serviço demorado, atendentes batendo cabeça com o sistema de venda! 🙏1",83
Renata Guimarães,,,·1 foto 8 anos atrás Excelente lugar para um café no final da tarde!  /,renata guimarães,16,nan,3,nan,3,·1 foto 8 anos atrás excelente lugar para um café no final da tarde! /,70
Paula Ruscio,,2321.0,8 anos atrás Ótimo local para café e doces!  /,paula ruscio,12,nan,3,2321.0,6,8 anos atrás ótimo local para café e doces! /,45
Cassiano Rossi,,,7 anos atrás Os funcionários antigos fazem o ponto excelente !! Clima familiar .  /,cassiano rossi,14,nan,3,nan,3,7 anos atrás os funcionários antigos fazem o ponto excelente !! clima familiar . /,82
Alessandro Augusto Pereira,,28.0,"3 anos atrás Panetones deliciosos, mas café comum.  /",alessandro augusto pereira,26,nan,3,28.0,4,"3 anos atrás panetones deliciosos, mas café comum. /",52
tadeu.fsouza@gmail.com Souza,,956.0,6 anos atrás Bom mas caro demais para o que oferece.  /,tadeu.fsouza@gmail.com souza,28,nan,3,956.0,5,6 anos atrás bom mas caro demais para o que oferece. /,54
KEY Cleiton,,3.0,5 anos atrás Uma das poucas que mantem o bom atendimento... Parabens a equipe!!!,key cleiton,11,nan,3,3.0,3,5 anos atrás uma das poucas que mantem o bom atendimento... parabens a equipe!!!,80
Wilson Kronemberger,,,"Editado 4 anos atrás As meninas são muito educadas, ótimo atendimento",wilson kronemberger,19,nan,3,nan,3,"editado 4 anos atrás as meninas são muito educadas, ótimo atendimento",69
Danilo Dall'Acqua Neto,,,"Editado um ano atrás Um pouquinho caro, mas é excelente!  /",danilo dall'acqua neto,22,nan,3,nan,3,"editado um ano atrás um pouquinho caro, mas é excelente! /",58
Celimara Sarabia,,112.0,5 anos atrás Bom lugar para tomar um café no final da noite.,celimara sarabia,16,nan,3,112.0,5,5 anos atrás bom lugar para tomar um café no final da noite.,60
Giovanni L.,,,"·1 foto 5 anos atrás Tem o seu público alvo...Ótimo, mas caro. Voltaria? Provavelmente",giovanni l.,11,nan,3,nan,3,"·1 foto 5 anos atrás tem o seu público alvo...ótimo, mas caro. voltaria? provavelmente",86
Douglas Cunha,,4.0,6 anos atrás Ambiente agradável com aquele cafezinho maravilhoso  /,douglas cunha,13,nan,3,4.0,3,6 anos atrás ambiente agradável com aquele cafezinho maravilhoso /,66
Jader Scalzaretto,,,6 anos atrás Gosto de ler na Ofner. Me sinto muito bem ali.  /,jader scalzaretto,17,nan,3,nan,3,6 anos atrás gosto de ler na ofner. me sinto muito bem ali. /,61
Roberto Jr.,,621.0,"Editado 3 anos atrás Recomendo o mil folhas, a coxinha e o croissant!  /",roberto jr.,11,nan,3,621.0,5,"editado 3 anos atrás recomendo o mil folhas, a coxinha e o croissant! /",71
Monica Aquino,,,"5 anos atrás Amo o café, é bem quentinho e bem forte!",monica aquino,13,nan,3,nan,3,"5 anos atrás amo o café, é bem quentinho e bem forte!",53
Cesar Mariano,,220.0,"7 anos atrás Produtos muito bons, com o preço de sempre.  /",cesar mariano,13,nan,3,220.0,5,"7 anos atrás produtos muito bons, com o preço de sempre. /",58
Amaury guerra,,,4 anos atrás Sempre muito agradável e saboroso.  /,amaury guerra,13,nan,3,nan,3,4 anos atrás sempre muito agradável e saboroso. /,49
Priscila Fialho,,34.0,3 anos atrás Mto gostoso e o atendimento foi maravilhoso  /,priscila fialho,15,nan,3,34.0,4,3 anos atrás mto gostoso e o atendimento foi maravilhoso /,58
Deise Moro,,,·1 foto 4 anos atrás Ótimos doces e deliciosos salgados!  /,deise moro,10,nan,3,nan,3,·1 foto 4 anos atrás ótimos doces e deliciosos salgados! /,58
Marcelo Bambini,,16.0,5 anos atrás Frequento a mais de 30 anos.... sempre bom,marcelo bambini,15,nan,3,16.0,4,5 anos atrás frequento a mais de 30 anos.... sempre bom,55
Cristine Lulia,,2.0,5 anos atrás Atendimento incrível! Tudo delicioso!,cristine lulia,14,nan,3,2.0,3,5 anos atrás atendimento incrível! tudo delicioso!,50
Susana Nobrega,,,8 anos atrás Coxinhas deliciosas !! Bombas maravilhosas !! Tudo de bom!!  /,susana nobrega,14,nan,3,nan,3,8 anos atrás coxinhas deliciosas !! bombas maravilhosas !! tudo de bom!! /,74
Marta Rocha,,7.0,"8 anos atrás Adoro o café...sem contar a ""bomba de chocolate""  /",marta rocha,11,nan,3,7.0,3,"8 anos atrás adoro o café...sem contar a ""bomba de chocolate"" /",63
Lima Limão,,13.0,3 anos atrás Bom né kk  /,lima limão,10,nan,3,13.0,4,3 anos atrás bom né kk /,24
Wilson Kronemberger,,,"·1 foto 8 anos atrás Bolinho de bacalhau maravilhoso, garçonete muito atenciosa  /",wilson kronemberger,19,nan,3,nan,3,"·1 foto 8 anos atrás bolinho de bacalhau maravilhoso, garçonete muito atenciosa /",81
Almir Carlos,,102.0,5 anos atrás Muito linda a casa bem localizada preços 😞,almir carlos,12,nan,3,102.0,5,5 anos atrás muito linda a casa bem localizada preços 😞,55
Marta Leia,,,5 anos atrás não gostei. Não tem.lugar para sentar,marta leia,10,nan,3,nan,3,5 anos atrás não gostei. não tem.lugar para sentar,50
Jair F. A. Pinheiro,,66.0,5 anos atrás Atendimento cordial e os bons produtos de sempre.,jair f. a. pinheiro,19,nan,3,66.0,4,5 anos atrás atendimento cordial e os bons produtos de sempre.,62
Marta Mello Barreto Naufel,,,"·1 foto 5 anos atrás Está caríssima!!!Uma coxinha 14 reais,um absurdo!!  /",marta mello barreto naufel,26,nan,3,nan,3,"·1 foto 5 anos atrás está caríssima!!!uma coxinha 14 reais,um absurdo!! /",73
Luiz Carlos Rodrigues,,76.0,"Editado 7 anos atrás Bom lugar, tradicional e sofisticado. 🙏1  /",luiz carlos rodrigues,21,nan,3,76.0,4,"editado 7 anos atrás bom lugar, tradicional e sofisticado. 🙏1 /",63
Mario Madureira Fontes,,2717.0,"7 anos atrás Preço médios e altos, mas a qualidade é boa.  /",mario madureira fontes,22,nan,3,2717.0,6,"7 anos atrás preço médios e altos, mas a qualidade é boa. /",59
Gustavo Coelho,,131.0,"8 anos atrás Produtos caros, porém de boa qualidade!  /",gustavo coelho,14,nan,3,131.0,5,"8 anos atrás produtos caros, porém de boa qualidade! /",54
Rosely Barreiro,,,6 anos atrás Show!!!... adoro essa loja!!!... tudo é muuuito bom!!!... parabéns!!!!  /,rosely barreiro,15,nan,3,nan,3,6 anos atrás show!!!... adoro essa loja!!!... tudo é muuuito bom!!!... parabéns!!!! /,85
Leandro Gomes,,29.0,4 anos atrás Motoristas de aplicativo são tratados com indiferença.  /,leandro gomes,13,nan,3,29.0,4,4 anos atrás motoristas de aplicativo são tratados com indiferença. /,69
